x cos(x) sin(x) tan(x)
0.0 1.0 0.0 0.0
0.10101010101010101 0.9949028158568303 0.1008384202581046 0.1013550455893127
0.20202020202020202 0.9796632259996998 0.2006488565226854 0.20481411488925982
0.30303030303030304 0.9544365884201449 0.2984138044476411 0.3126596445150935
0.40404040404040403 0.9194800727522776 0.3931366121483298 0.42756403732769854
0.5050505050505051 0.8751500385908233 0.48385164043793466 0.5528784998022032
0.6060606060606061 0.82189840263017 0.5696341069089657 0.6930711935758368
0.7070707070707071 0.7602680316591506 0.6496095135057065 0.8544480189283358
0.8080808080808081 0.6908872083770674 0.7229625614794605 1.0464263235930216
0.9090909090909091 0.6144632264484674 0.7889454628442574 1.2839587934403802
1.0101010101010102 0.5317751800910392 0.8468855636029834 1.5925631644899216
1.1111111111111112 0.4436660217022285 0.8961922010299563 2.0199703317182265
1.2121212121212122 0.3510339684920502 0.9363627251042848 2.6674419262803917
1.3131313131313131 0.25482334572604864 0.9669876227092996 3.79473717352755
1.4141414141414141 0.15601495992575853 0.9877546923600838 6.3311537100680475
1.5151515151515151 0.05561610016580674 0.9984522269003895 17.952575314049916
1.6161616161616161 -0.04534973060188524 0.9989711717233568 -22.02816110404476
1.7171717171717171 -0.1458532495141353 0.9893062365143401 -6.782887867153497
1.8181818181818181 -0.24486988668507892 0.9695559491823237 -3.959473997834799
1.9191919191919191 -0.3413902300489206 0.9399216514301312 -2.7532177804134643
2.0202020202020203 -0.43443031567828566 0.9007054462029555 -2.0733024692272317
2.121212121212121 -0.5230416586748752 0.8523071179396752 -1.6295205244243707
2.2222222222222223 -0.6063209223738354 0.7952200570230491 -1.3115497547233663
2.323232323232323 -0.6834191272904034 0.7300262299764464 -1.068196953852944
2.4242424242424243 -0.7535503059294446 0.6573902466827755 -0.8723906572792599
2.525252525252525 -0.815999515227557 0.5780525851065732 -0.7083981967138451
2.6262626262626263 -0.8701301249459654 0.4928220425889235 -0.5663774054708512
2.727272727272727 -0.9153903077136357 0.40256749066949654 -0.43977687689854034
2.8282828282828283 -0.9513186645587279 0.30820901749007684 -0.323980837307592
2.929292929292929 -0.9775489285796396 0.2107085480771929 -0.21554782775256937
3.0303030303030303 -0.993813698804694 0.11106003812412972 -0.11175136573153178
3.131313131313131 -0.9999471661761239 0.010279341240534697 -0.010279884366134764
3.2323232323232323 -0.9958868038686729 -0.09060614703340773 0.0909803671275033
3.3333333333333335 -0.981674004711079 -0.19056796287548539 0.19412550598360023
3.4343434343434343 -0.9574536592123347 -0.28858705872043244 0.3014109935700109
3.5353535353535355 -0.9234726784944765 -0.38366419180611233 0.41545808635247794
3.6363636363636362 -0.8800774771896732 -0.47483011082223947 0.5395321697568051
3.7373737373737375 -0.8277104419618857 -0.5611554368152017 0.6779610457554693
3.8383838383838382 -0.7669054216542901 -0.6417601376193878 0.8368178389390549
3.9393939393939394 -0.6982822850375598 -0.7158224992291902 1.0251190880357028
4.040404040404041 -0.6225406016393301 -0.7825875026542022 1.2570866873476558
4.141414141414141 -0.5404525100747903 -0.8413745208608701 1.5567963977897645
4.242424242424242 -0.45285484658127084 -0.8915842573351402 1.9688080277068065
4.343434343434343 -0.3606406140014481 -0.9327048555318336 2.586244641675573
4.444444444444445 -0.2647498781834829 -0.9643171169287782 3.642370389535989
4.545454545454545 -0.16616018460355267 -0.9860987744909296 5.934627340741688
4.646464646464646 -0.06587659290724678 -0.9978277779792126 15.146924483240028
4.747474747474747 0.03507856903860484 -0.9993845576124357 -28.489889553721195
4.848484848484849 0.13567612713271912 -0.9907532430056771 -7.302340241747296
4.94949494949495 0.23489055281917826 -0.9720218249588334 -4.138190375443103
5.05050505050505 0.33171041770321597 -0.9433812584459996 -2.8439904449731532
5.151515151515151 0.42514870442477243 -0.9051235159501367 -2.1289574836521536
5.252525252525253 0.5142528686769626 -0.8576386109880517 -1.667737144946863
5.353535353535354 0.5981145497935533 -0.8014106221689696 -1.339894878741182
5.454545454545454 0.6758788309121296 -0.7370127583189133 -1.0904510166774726
5.555555555555555 0.7467529543114477 -0.6651015149788224 -0.8906580297256232
